Mod:Item:MetaData, Localized Name
nuclearcraft:uranium:13, 铀-238 氮化物
nuclearcraft:uranium:14, 铀-238-锆合金
nuclearcraft:neptunium:0, 镎-236
nuclearcraft:neptunium:1, 镎-236 碳化物
nuclearcraft:neptunium:2, 镎-236 氧化物
nuclearcraft:neptunium:3, 镎-236 氮化物
nuclearcraft:neptunium:4, 镎-236-锆合金
nuclearcraft:neptunium:5, 镎-237
nuclearcraft:neptunium:6, 镎-237 碳化物
nuclearcraft:neptunium:7, 镎-237 氧化物
nuclearcraft:neptunium:8, 镎-237 氮化物
nuclearcraft:neptunium:9, 镎-237-锆合金
nuclearcraft:plutonium:0, 钚-238
nuclearcraft:plutonium:1, 钚-238 碳化物
nuclearcraft:plutonium:2, 钚-238 氧化物
nuclearcraft:plutonium:3, 钚-238 氮化物
nuclearcraft:plutonium:4, 钚-238-锆合金
nuclearcraft:plutonium:5, 钚-239
nuclearcraft:plutonium:6, 钚-239 碳化物
nuclearcraft:plutonium:7, 钚-239 氧化物
nuclearcraft:plutonium:8, 钚-239 氮化物
nuclearcraft:plutonium:9, 钚-239-锆合金
nuclearcraft:plutonium:10, 钚-241
nuclearcraft:plutonium:11, 钚-241 碳化物
nuclearcraft:plutonium:12, 钚-241 氧化物
nuclearcraft:plutonium:13, 钚-241 氮化物
nuclearcraft:plutonium:14, 钚-241-锆合金
nuclearcraft:plutonium:15, 钚-242
nuclearcraft:plutonium:16, 钚-242 碳化物
nuclearcraft:plutonium:17, 钚-242 氧化物
nuclearcraft:plutonium:18, 钚-242 氮化物
nuclearcraft:plutonium:19, 钚-242-锆合金
nuclearcraft:americium:0, 镅-241
nuclearcraft:americium:1, 镅-241 碳化物
nuclearcraft:americium:2, 镅-241 氧化物
nuclearcraft:americium:3, 镅-241 氮化物
nuclearcraft:americium:4, 镅-241-锆合金
nuclearcraft:americium:5, 镅-242
nuclearcraft:americium:6, 镅-242 碳化物
nuclearcraft:americium:7, 镅-242 氧化物
nuclearcraft:americium:8, 镅-242 氮化物
nuclearcraft:americium:9, 镅-242-锆合金
nuclearcraft:americium:10, 镅-243
nuclearcraft:americium:11, 镅-243 碳化物
nuclearcraft:americium:12, 镅-243 氧化物
nuclearcraft:americium:13, 镅-243 氮化物
nuclearcraft:americium:14, 镅-243-锆合金
nuclearcraft:curium:0, 锔-243
nuclearcraft:curium:1, 锔-243 碳化物
nuclearcraft:curium:2, 锔-243 氧化物
nuclearcraft:curium:3, 锔-243 氮化物
nuclearcraft:curium:4, 锔-243-锆合金
nuclearcraft:curium:5, 锔-245
nuclearcraft:curium:6, 锔-245 碳化物
nuclearcraft:curium:7, 锔-245 氧化物
nuclearcraft:curium:8, 锔-245 氮化物
nuclearcraft:curium:9, 锔-245-锆合金
nuclearcraft:curium:10, 锔-246
nuclearcraft:curium:11, 锔-246 碳化物
nuclearcraft:curium:12, 锔-246 氧化物
nuclearcraft:curium:13, 锔-246 氮化物
nuclearcraft:curium:14, 锔-246-锆合金
nuclearcraft:curium:15, 锔-247
nuclearcraft:curium:16, 锔-247 碳化物
nuclearcraft:curium:17, 锔-247 氧化物
nuclearcraft:curium:18, 锔-247 氮化物
nuclearcraft:curium:19, 锔-247-锆合金
nuclearcraft:berkelium:0, 锫-247
nuclearcraft:berkelium:1, 锫-247 碳化物
nuclearcraft:berkelium:2, 锫-247 氧化物
nuclearcraft:berkelium:3, 锫-247 氮化物
nuclearcraft:berkelium:4, 锫-247-锆合金
nuclearcraft:berkelium:5, 锫-248
nuclearcraft:berkelium:6, 锫-248 碳化物
nuclearcraft:berkelium:7, 锫-248 氧化物
nuclearcraft:berkelium:8, 锫-248 氮化物
nuclearcraft:berkelium:9, 锫-248-锆合金
nuclearcraft:californium:0, 锎-249
nuclearcraft:californium:1, 锎-249 碳化物
nuclearcraft:californium:2, 锎-249 氧化物
nuclearcraft:californium:3, 锎-249 氮化物
nuclearcraft:californium:4, 锎-249-锆合金
nuclearcraft:californium:5, 锎-250
nuclearcraft:californium:6, 锎-250 碳化物
nuclearcraft:californium:7, 锎-250 氧化物
nuclearcraft:californium:8, 锎-250 氮化物
nuclearcraft:californium:9, 锎-250-锆合金
nuclearcraft:californium:10, 锎-251
nuclearcraft:californium:11, 锎-251 碳化物
nuclearcraft:californium:12, 锎-251 氧化物
nuclearcraft:californium:13, 锎-251 氮化物
nuclearcraft:californium:14, 锎-251-锆合金
nuclearcraft:californium:15, 锎-252
nuclearcraft:californium:16, 锎-252 碳化物
nuclearcraft:californium:17, 锎-252 氧化物
nuclearcraft:californium:18, 锎-252 氮化物
nuclearcraft:californium:19, 锎-252-锆合金
nuclearcraft:pellet_thorium:0, 钍-增殖铀 燃料
nuclearcraft:pellet_thorium:1, 钍-增殖铀 燃料 碳化物
nuclearcraft:pellet_uranium:0, 低浓缩 铀-233 燃料
nuclearcraft:pellet_uranium:1, 低浓缩 铀-233 燃料 碳化物
nuclearcraft:pellet_uranium:2, 高浓缩 铀-233 燃料
nuclearcraft:pellet_uranium:3, 高浓缩 铀-233 燃料 碳化物
nuclearcraft:pellet_uranium:4, 低浓缩 铀-235 燃料
nuclearcraft:pellet_uranium:5, 低浓缩 铀-235 燃料 碳化物
nuclearcraft:pellet_uranium:6, 高浓缩 铀-235 燃料
nuclearcraft:pellet_uranium:7, 高浓缩 铀-235 燃料 碳化物
nuclearcraft:pellet_neptunium:0, 低浓缩 镎-236 燃料
nuclearcraft:pellet_neptunium:1, 低浓缩 镎-236 燃料 碳化物
nuclearcraft:pellet_neptunium:2, 高浓缩 镎-236 燃料
nuclearcraft:pellet_neptunium:3, 高浓缩 镎-236 燃料 碳化物
nuclearcraft:pellet_plutonium:0, 低浓缩 钚-239 燃料
nuclearcraft:pellet_plutonium:1, 低浓缩 钚-239 燃料 碳化物
nuclearcraft:pellet_plutonium:2, 高浓缩 钚-239 燃料
nuclearcraft:pellet_plutonium:3, 高浓缩 钚-239 燃料 碳化物
nuclearcraft:pellet_plutonium:4, 低浓缩 钚-241 燃料
nuclearcraft:pellet_plutonium:5, 低浓缩 钚-241 燃料 碳化物
nuclearcraft:pellet_plutonium:6, 高浓缩 钚-241 燃料
nuclearcraft:pellet_plutonium:7, 高浓缩 钚-241 燃料 碳化物
nuclearcraft:pellet_mixed:0, 混合物-239 燃料
nuclearcraft:pellet_mixed:1, 混合物-239 燃料 碳化物
nuclearcraft:pellet_mixed:2, 混合物-241 燃料
nuclearcraft:pellet_mixed:3, 混合物-241 燃料 碳化物
nuclearcraft:pellet_americium:0, 低浓缩 镅-242 燃料
nuclearcraft:pellet_americium:1, 低浓缩 镅-242 燃料 碳化物
nuclearcraft:pellet_americium:2, 高浓缩 镅-242 燃料
nuclearcraft:pellet_americium:3, 高浓缩 镅-242 燃料 碳化物
nuclearcraft:pellet_curium:0, 低浓缩 锔-243 燃料
nuclearcraft:pellet_curium:1, 低浓缩 锔-243 燃料 碳化物
nuclearcraft:pellet_curium:2, 高浓缩 锔-243 燃料
nuclearcraft:pellet_curium:3, 高浓缩 锔-243 燃料 碳化物
nuclearcraft:pellet_curium:4, 低浓缩 锔-245 燃料
nuclearcraft:pellet_curium:5, 低浓缩 锔-245 燃料 碳化物
nuclearcraft:pellet_curium:6, 高浓缩 锔-245 燃料
nuclearcraft:pellet_curium:7, 高浓缩 锔-245 燃料 碳化物
nuclearcraft:pellet_curium:8, 低浓缩 锔-247 燃料
nuclearcraft:pellet_curium:9, 低浓缩 锔-247 燃料 碳化物
nuclearcraft:pellet_curium:10, 高浓缩 锔-247 燃料
nuclearcraft:pellet_curium:11, 高浓缩 锔-247 燃料 碳化物
nuclearcraft:pellet_berkelium:0, 低浓缩 锫-248 燃料
nuclearcraft:pellet_berkelium:1, 低浓缩 锫-248 燃料 碳化物
nuclearcraft:pellet_berkelium:2, 高浓缩 锫-248 燃料
nuclearcraft:pellet_berkelium:3, 高浓缩 锫-248 燃料 碳化物
nuclearcraft:pellet_californium:0, 低浓缩 锎-249 燃料
nuclearcraft:pellet_californium:1, 低浓缩 锎-249 燃料 碳化物
nuclearcraft:pellet_californium:2, 高浓缩 锎-249 燃料
nuclearcraft:pellet_californium:3, 高浓缩 锎-249 燃料 碳化物
nuclearcraft:pellet_californium:4, 低浓缩 锎-251 燃料
nuclearcraft:pellet_californium:5, 低浓缩 锎-251 燃料 碳化物
nuclearcraft:pellet_californium:6, 高浓缩 锎-251 燃料
nuclearcraft:pellet_californium:7, 高浓缩 锎-251 燃料 碳化物
nuclearcraft:fuel_thorium:0, 钍-增殖铀 TRISO 燃料颗粒
nuclearcraft:fuel_thorium:1, 钍-增殖铀 氧化物燃料丸
nuclearcraft:fuel_thorium:2, 钍-增殖铀 氮化物燃料丸
nuclearcraft:fuel_thorium:3, 钍-增殖铀-锆合金燃料丸
nuclearcraft:fuel_uranium:0, 低浓缩 铀-233 TRISO 燃料颗粒
nuclearcraft:fuel_uranium:1, 低浓缩 铀-233 氧化物燃料丸
nuclearcraft:fuel_uranium:2, 低浓缩 铀-233 氮化物燃料丸
nuclearcraft:fuel_uranium:3, 低浓缩 铀-233-锆合金燃料丸
nuclearcraft:fuel_uranium:4, 高浓缩 铀-233 TRISO 燃料颗粒
nuclearcraft:fuel_uranium:5, 高浓缩 铀-233 氧化物燃料丸
nuclearcraft:fuel_uranium:6, 高浓缩 铀-233 氮化物燃料丸
nuclearcraft:fuel_uranium:7, 高浓缩 铀-233-锆合金燃料丸
nuclearcraft:fuel_uranium:8, 低浓缩 铀-235 TRISO 燃料颗粒
nuclearcraft:fuel_uranium:9, 低浓缩 铀-235 氧化物燃料丸
nuclearcraft:fuel_uranium:10, 低浓缩 铀-235 氮化物燃料丸
nuclearcraft:fuel_uranium:11, 低浓缩 铀-235-锆合金燃料丸
nuclearcraft:fuel_uranium:12, 高浓缩 铀-235 TRISO 燃料颗粒
nuclearcraft:fuel_uranium:13, 高浓缩 铀-235 氧化物燃料丸
nuclearcraft:fuel_uranium:14, 高浓缩 铀-235 氮化物燃料丸
nuclearcraft:fuel_uranium:15, 高浓缩 铀-235-锆合金燃料丸
nuclearcraft:fuel_neptunium:0, 低浓缩 镎-236 TRISO 燃料颗粒
nuclearcraft:fuel_neptunium:1, 低浓缩 镎-236 氧化物燃料丸
nuclearcraft:fuel_neptunium:2, 低浓缩 镎-236 氮化物燃料丸
nuclearcraft:fuel_neptunium:3, 低浓缩 镎-236-锆合金燃料丸
nuclearcraft:fuel_neptunium:4, 高浓缩 镎-236 TRISO 燃料颗粒
nuclearcraft:fuel_neptunium:5, 高浓缩 镎-236 氧化物燃料丸
nuclearcraft:fuel_neptunium:6, 高浓缩 镎-236 氮化物燃料丸
nuclearcraft:fuel_neptunium:7, 高浓缩 镎-236-锆合金燃料丸
nuclearcraft:fuel_plutonium:0, 低浓缩 钚-239 TRISO 燃料颗粒
nuclearcraft:fuel_plutonium:1, 低浓缩 钚-239 氧化物燃料丸
nuclearcraft:fuel_plutonium:2, 低浓缩 钚-239 氮化物燃料丸
nuclearcraft:fuel_plutonium:3, 低浓缩 钚-239-锆合金燃料丸
nuclearcraft:fuel_plutonium:4, 高浓缩 钚-239 TRISO 燃料颗粒
nuclearcraft:fuel_plutonium:5, 高浓缩 钚-239 氧化物燃料丸
nuclearcraft:fuel_plutonium:6, 高浓缩 钚-239 氮化物燃料丸
nuclearcraft:fuel_plutonium:7, 高浓缩 钚-239-锆合金燃料丸
nuclearcraft:fuel_plutonium:8, 低浓缩 钚-241 TRISO 燃料颗粒
nuclearcraft:fuel_plutonium:9, 低浓缩 钚-241 氧化物燃料丸
nuclearcraft:fuel_plutonium:10, 低浓缩 钚-241 氮化物燃料丸
nuclearcraft:fuel_plutonium:11, 低浓缩 钚-241-锆合金燃料丸
nuclearcraft:fuel_plutonium:12, 高浓缩 钚-241 TRISO 燃料颗粒
nuclearcraft:fuel_plutonium:13, 高浓缩 钚-241 氧化物燃料丸
nuclearcraft:fuel_plutonium:14, 高浓缩 钚-241 氮化物燃料丸
nuclearcraft:fuel_plutonium:15, 高浓缩 钚-241-锆合金燃料丸
nuclearcraft:fuel_mixed:0, 混合 TRISO-239 燃料颗粒
nuclearcraft:fuel_mixed:1, 混合氧化物-239 燃料丸
nuclearcraft:fuel_mixed:2, 混合氮化物-239 燃料丸
nuclearcraft:fuel_mixed:3, 混合锆合金-239 燃料丸
nuclearcraft:fuel_mixed:4, 混合 TRISO-241 燃料颗粒
nuclearcraft:fuel_mixed:5, 混合氧化物-241 燃料丸
nuclearcraft:fuel_mixed:6, 混合氮化物-241 燃料丸
nuclearcraft:fuel_mixed:7, 混合锆合金-241 燃料丸
nuclearcraft:fuel_americium:0, 低浓缩 镅-242 TRISO 燃料颗粒
nuclearcraft:fuel_americium:1, 低浓缩 镅-242 氧化物燃料丸
nuclearcraft:fuel_americium:2, 低浓缩 镅-242 氮化物燃料丸
nuclearcraft:fuel_americium:3, 低浓缩 镅-242-锆合金燃料丸
nuclearcraft:fuel_americium:4, 高浓缩 镅-242 TRISO 燃料颗粒
nuclearcraft:fuel_americium:5, 高浓缩 镅-242 氧化物燃料丸
nuclearcraft:fuel_americium:6, 高浓缩 镅-242 氮化物燃料丸
nuclearcraft:fuel_americium:7, 高浓缩 镅-242-锆合金燃料丸
nuclearcraft:fuel_curium:0, 低浓缩 锔-243 TRISO 燃料颗粒
nuclearcraft:fuel_curium:1, 低浓缩 锔-243 氧化物燃料丸
nuclearcraft:fuel_curium:2, 低浓缩 锔-243 氮化物燃料丸
nuclearcraft:fuel_curium:3, 低浓缩 锔-243-锆合金燃料丸
nuclearcraft:fuel_curium:4, 高浓缩 锔-243 TRISO 燃料颗粒
nuclearcraft:fuel_curium:5, 高浓缩 锔-243 氧化物燃料丸
nuclearcraft:fuel_curium:6, 高浓缩 锔-243 氮化物燃料丸
nuclearcraft:fuel_curium:7, 高浓缩 锔-243-锆合金燃料丸
nuclearcraft:fuel_curium:8, 低浓缩 锔-245 TRISO 燃料颗粒
nuclearcraft:fuel_curium:9, 低浓缩 锔-245 氧化物燃料丸
nuclearcraft:fuel_curium:10, 低浓缩 锔-245 氮化物燃料丸
nuclearcraft:fuel_curium:11, 低浓缩 锔-245-锆合金燃料丸
nuclearcraft:fuel_curium:12, 高浓缩 锔-245 TRISO 燃料颗粒
nuclearcraft:fuel_curium:13, 高浓缩 锔-245 氧化物燃料丸
nuclearcraft:fuel_curium:14, 高浓缩 锔-245 氮化物燃料丸
nuclearcraft:fuel_curium:15, 高浓缩 锔-245-锆合金燃料丸
nuclearcraft:fuel_curium:16, 低浓缩 锔-247 TRISO 燃料颗粒
nuclearcraft:fuel_curium:17, 低浓缩 锔-247 氧化物燃料丸
nuclearcraft:fuel_curium:18, 低浓缩 锔-247 氮化物燃料丸
nuclearcraft:fuel_curium:19, 低浓缩 锔-247-锆合金燃料丸
nuclearcraft:fuel_curium:20, 高浓缩 锔-247 TRISO 燃料颗粒
nuclearcraft:fuel_curium:21, 高浓缩 锔-247 氧化物燃料丸
nuclearcraft:fuel_curium:22, 高浓缩 锔-247 氮化物燃料丸
nuclearcraft:fuel_curium:23, 高浓缩 锔-247-锆合金燃料丸
nuclearcraft:fuel_berkelium:0, 低浓缩 锫-248 TRISO 燃料颗粒
nuclearcraft:fuel_berkelium:1, 低浓缩 锫-248 氧化物燃料丸
nuclearcraft:fuel_berkelium:2, 低浓缩 锫-248 氮化物燃料丸
nuclearcraft:fuel_berkelium:3, 低浓缩 锫-248-锆合金燃料丸
nuclearcraft:fuel_berkelium:4, 高浓缩 锫-248 TRISO 燃料颗粒
nuclearcraft:fuel_berkelium:5, 高浓缩 锫-248 氧化物燃料丸
nuclearcraft:fuel_berkelium:6, 高浓缩 锫-248 氮化物燃料丸
nuclearcraft:fuel_berkelium:7, 高浓缩 锫-248-锆合金燃料丸
nuclearcraft:fuel_californium:0, 低浓缩 锎-249 TRISO 燃料颗粒
nuclearcraft:fuel_californium:1, 低浓缩 锎-249 氧化物燃料丸
nuclearcraft:fuel_californium:2, 低浓缩 锎-249 氮化物燃料丸
nuclearcraft:fuel_californium:3, 低浓缩 锎-249-锆合金燃料丸
nuclearcraft:fuel_californium:4, 高浓缩 锎-249 TRISO 燃料颗粒
nuclearcraft:fuel_californium:5, 高浓缩 锎-249 氧化物燃料丸
nuclearcraft:fuel_californium:6, 高浓缩 锎-249 氮化物燃料丸
nuclearcraft:fuel_californium:7, 高浓缩 锎-249-锆合金燃料丸
nuclearcraft:fuel_californium:8, 低浓缩 锎-251 TRISO 燃料颗粒
nuclearcraft:fuel_californium:9, 低浓缩 锎-251 氧化物燃料丸
nuclearcraft:fuel_californium:10, 低浓缩 锎-251 氮化物燃料丸
nuclearcraft:fuel_californium:11, 低浓缩 锎-251-锆合金燃料丸
nuclearcraft:fuel_californium:12, 高浓缩 锎-251 TRISO 燃料颗粒
nuclearcraft:fuel_californium:13, 高浓缩 锎-251 氧化物燃料丸
nuclearcraft:fuel_californium:14, 高浓缩 锎-251 氮化物燃料丸
nuclearcraft:fuel_californium:15, 高浓缩 锎-251-锆合金燃料丸
nuclearcraft:depleted_fuel_thorium:0, 枯竭 钍-增殖铀 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_thorium:1, 枯竭 钍-增殖铀 氧化物燃料丸
nuclearcraft:depleted_fuel_thorium:2, 枯竭 钍-增殖铀 氮化物燃料丸
nuclearcraft:depleted_fuel_thorium:3, 枯竭 钍-增殖铀-锆合金燃料丸
nuclearcraft:depleted_fuel_uranium:0, 枯竭 低浓缩 铀-233 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_uranium:1, 枯竭 低浓缩 铀-233 氧化物燃料丸
nuclearcraft:depleted_fuel_uranium:2, 枯竭 低浓缩 铀-233 氮化物燃料丸
nuclearcraft:depleted_fuel_uranium:3, 枯竭 低浓缩 铀-233-锆合金燃料丸
nuclearcraft:depleted_fuel_uranium:4, 枯竭 高浓缩 铀-233 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_uranium:5, 枯竭 高浓缩 铀-233 氧化物燃料丸
nuclearcraft:depleted_fuel_uranium:6, 枯竭 高浓缩 铀-233 氮化物燃料丸
nuclearcraft:depleted_fuel_uranium:7, 枯竭 高浓缩 铀-233-锆合金燃料丸
nuclearcraft:depleted_fuel_uranium:8, 枯竭 低浓缩 铀-235 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_uranium:9, 枯竭 低浓缩 铀-235 氧化物燃料丸
nuclearcraft:depleted_fuel_uranium:10, 枯竭 低浓缩 铀-235 氮化物燃料丸
nuclearcraft:depleted_fuel_uranium:11, 枯竭 低浓缩 铀-235-锆合金燃料丸
nuclearcraft:depleted_fuel_uranium:12, 枯竭 高浓缩 铀-235 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_uranium:13, 枯竭 高浓缩 铀-235 氧化物燃料丸
nuclearcraft:depleted_fuel_uranium:14, 枯竭 高浓缩 铀-235 氮化物燃料丸
nuclearcraft:depleted_fuel_uranium:15, 枯竭 高浓缩 铀-235-锆合金燃料丸
nuclearcraft:depleted_fuel_neptunium:0, 枯竭 低浓缩 镎-236 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_neptunium:1, 枯竭 低浓缩 镎-236 氧化物燃料丸
nuclearcraft:depleted_fuel_neptunium:2, 枯竭 低浓缩 镎-236 氮化物燃料丸
nuclearcraft:depleted_fuel_neptunium:3, 枯竭 低浓缩 镎-236-锆合金燃料丸
nuclearcraft:depleted_fuel_neptunium:4, 枯竭 高浓缩 镎-236 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_neptunium:5, 枯竭 高浓缩 镎-236 氧化物燃料丸
nuclearcraft:depleted_fuel_neptunium:6, 枯竭 高浓缩 镎-236 氮化物燃料丸
nuclearcraft:depleted_fuel_neptunium:7, 枯竭 高浓缩 镎-236-锆合金燃料丸
nuclearcraft:depleted_fuel_plutonium:0, 枯竭 低浓缩 钚-239 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_plutonium:1, 枯竭 低浓缩 钚-239 氧化物燃料丸
nuclearcraft:depleted_fuel_plutonium:2, 枯竭 低浓缩 钚-239 氮化物燃料丸
nuclearcraft:depleted_fuel_plutonium:3, 枯竭 低浓缩 钚-239-锆合金燃料丸
nuclearcraft:depleted_fuel_plutonium:4, 枯竭 高浓缩 钚-239 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_plutonium:5, 枯竭 高浓缩 钚-239 氧化物燃料丸
nuclearcraft:depleted_fuel_plutonium:6, 枯竭 高浓缩 钚-239 氮化物燃料丸
nuclearcraft:depleted_fuel_plutonium:7, 枯竭 高浓缩 钚-239-锆合金燃料丸
nuclearcraft:depleted_fuel_plutonium:8, 枯竭 低浓缩 钚-241 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_plutonium:9, 枯竭 低浓缩 钚-241 氧化物燃料丸
nuclearcraft:depleted_fuel_plutonium:10, 枯竭 低浓缩 钚-241 氮化物燃料丸
nuclearcraft:depleted_fuel_plutonium:11, 枯竭 低浓缩 钚-241-锆合金燃料丸
nuclearcraft:depleted_fuel_plutonium:12, 枯竭 高浓缩 钚-241 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_plutonium:13, 枯竭 高浓缩 钚-241 氧化物燃料丸
nuclearcraft:depleted_fuel_plutonium:14, 枯竭 高浓缩 钚-241 氮化物燃料丸
nuclearcraft:depleted_fuel_plutonium:15, 枯竭 高浓缩 钚-241-锆合金燃料丸
nuclearcraft:depleted_fuel_mixed:0, 枯竭 混合 TRISO-239 燃料颗粒
nuclearcraft:depleted_fuel_mixed:1, 枯竭 混合氧化物-239 燃料丸
nuclearcraft:depleted_fuel_mixed:2, 枯竭 混合氮化物-239 燃料丸
nuclearcraft:depleted_fuel_mixed:3, 枯竭 混合锆合金-239 燃料丸
nuclearcraft:depleted_fuel_mixed:4, 枯竭 混合 TRISO-241 燃料颗粒
nuclearcraft:depleted_fuel_mixed:5, 枯竭 混合氧化物-241 燃料丸
nuclearcraft:depleted_fuel_mixed:6, 枯竭 混合氮化物-241 燃料丸
nuclearcraft:depleted_fuel_mixed:7, 枯竭 混合锆合金-241 燃料丸
nuclearcraft:depleted_fuel_americium:0, 枯竭 低浓缩 镅-242 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_americium:1, 枯竭 低浓缩 镅-242 氧化物燃料丸
nuclearcraft:depleted_fuel_americium:2, 枯竭 低浓缩 镅-242 氮化物燃料丸
nuclearcraft:depleted_fuel_americium:3, 枯竭 低浓缩 镅-242-锆合金燃料丸
nuclearcraft:depleted_fuel_americium:4, 枯竭 高浓缩 镅-242 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_americium:5, 枯竭 高浓缩 镅-242 氧化物燃料丸
nuclearcraft:depleted_fuel_americium:6, 枯竭 高浓缩 镅-242 氮化物燃料丸
nuclearcraft:depleted_fuel_americium:7, 枯竭 高浓缩 镅-242-锆合金燃料丸
nuclearcraft:depleted_fuel_curium:0, 枯竭 低浓缩 锔-243 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_curium:1, 枯竭 低浓缩 锔-243 氧化物燃料丸
nuclearcraft:depleted_fuel_curium:2, 枯竭 低浓缩 锔-243 氮化物燃料丸
nuclearcraft:depleted_fuel_curium:3, 枯竭 低浓缩 锔-243-锆合金燃料丸
nuclearcraft:depleted_fuel_curium:4, 枯竭 高浓缩 锔-243 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_curium:5, 枯竭 高浓缩 锔-243 氧化物燃料丸
nuclearcraft:depleted_fuel_curium:6, 枯竭 高浓缩 锔-243 氮化物燃料丸
nuclearcraft:depleted_fuel_curium:7, 枯竭 高浓缩 锔-243-锆合金燃料丸
nuclearcraft:depleted_fuel_curium:8, 枯竭 低浓缩 锔-245 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_curium:9, 枯竭 低浓缩 锔-245 氧化物燃料丸
nuclearcraft:depleted_fuel_curium:10, 枯竭 低浓缩 锔-245 氮化物燃料丸
nuclearcraft:depleted_fuel_curium:11, 枯竭 低浓缩 锔-245-锆合金燃料丸
nuclearcraft:depleted_fuel_curium:12, 枯竭 高浓缩 锔-245 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_curium:13, 枯竭 高浓缩 锔-245 氧化物燃料丸
nuclearcraft:depleted_fuel_curium:14, 枯竭 高浓缩 锔-245 氮化物燃料丸
nuclearcraft:depleted_fuel_curium:15, 枯竭 高浓缩 锔-245-锆合金燃料丸
nuclearcraft:depleted_fuel_curium:16, 枯竭 低浓缩 锔-247 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_curium:17, 枯竭 低浓缩 锔-247 氧化物燃料丸
nuclearcraft:depleted_fuel_curium:18, 枯竭 低浓缩 锔-247 氮化物燃料丸
nuclearcraft:depleted_fuel_curium:19, 枯竭 低浓缩 锔-247-锆合金燃料丸
nuclearcraft:depleted_fuel_curium:20, 枯竭 高浓缩 锔-247 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_curium:21, 枯竭 高浓缩 锔-247 氧化物燃料丸
nuclearcraft:depleted_fuel_curium:22, 枯竭 高浓缩 锔-247 氮化物燃料丸
nuclearcraft:depleted_fuel_curium:23, 枯竭 高浓缩 锔-247-锆合金燃料丸
nuclearcraft:depleted_fuel_berkelium:0, 枯竭 低浓缩 锫-248 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_berkelium:1, 枯竭 低浓缩 锫-248 氧化物燃料丸
nuclearcraft:depleted_fuel_berkelium:2, 枯竭 低浓缩 锫-248 氮化物燃料丸
nuclearcraft:depleted_fuel_berkelium:3, 枯竭 低浓缩 锫-248-锆合金燃料丸
nuclearcraft:depleted_fuel_berkelium:4, 枯竭 高浓缩 锫-248 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_berkelium:5, 枯竭 高浓缩 锫-248 氧化物燃料丸
nuclearcraft:depleted_fuel_berkelium:6, 枯竭 高浓缩 锫-248 氮化物燃料丸
nuclearcraft:depleted_fuel_berkelium:7, 枯竭 高浓缩 锫-248-锆合金燃料丸
nuclearcraft:depleted_fuel_californium:0, 枯竭 低浓缩 锎-249 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_californium:1, 枯竭 低浓缩 锎-249 氧化物燃料丸
nuclearcraft:depleted_fuel_californium:2, 枯竭 低浓缩 锎-249 氮化物燃料丸
nuclearcraft:depleted_fuel_californium:3, 枯竭 低浓缩 锎-249-锆合金燃料丸
nuclearcraft:depleted_fuel_californium:4, 枯竭 高浓缩 锎-249 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_californium:5, 枯竭 高浓缩 锎-249 氧化物燃料丸
nuclearcraft:depleted_fuel_californium:6, 枯竭 高浓缩 锎-249 氮化物燃料丸
nuclearcraft:depleted_fuel_californium:7, 枯竭 高浓缩 锎-249-锆合金燃料丸
nuclearcraft:depleted_fuel_californium:8, 枯竭 低浓缩 锎-251 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_californium:9, 枯竭 低浓缩 锎-251 氧化物燃料丸
nuclearcraft:depleted_fuel_californium:10, 枯竭 低浓缩 锎-251 氮化物燃料丸
nuclearcraft:depleted_fuel_californium:11, 枯竭 低浓缩 锎-251-锆合金燃料丸
nuclearcraft:depleted_fuel_californium:12, 枯竭 高浓缩 锎-251 TRISO 燃料颗粒
nuclearcraft:depleted_fuel_californium:13, 枯竭 高浓缩 锎-251 氧化物燃料丸
nuclearcraft:depleted_fuel_californium:14, 枯竭 高浓缩 锎-251 氮化物燃料丸
nuclearcraft:depleted_fuel_californium:15, 枯竭 高浓缩 锎-251-锆合金燃料丸
nuclearcraft:depleted_fuel_ic2:0, 枯竭铀核燃料
nuclearcraft:depleted_fuel_ic2:1, 枯竭混合氧化物核燃料
nuclearcraft:boron:0, 硼-10
